,id,event_id,type_id,period_id,min,sec,team_id,outcome,x,y,timestamp,date,time,last_modified
134,1593824713,64,1,1,5,21,11,1,8.5,45.8,2015-01-13T19:50:50.870,2015-01-13,19:50:50,2015-01-13T19:51:00
135,1688836267,65,1,1,5,30,11,0,56.4,85.4,2015-01-13T19:51:00.350,2015-01-13,19:51:00,2015-01-13T19:51:03
136,109886172,72,8,1,5,31,21,1,22.4,21.6,2015-01-13T19:51:01.210,2015-01-13,19:51:01,2015-01-13T19:51:01
137,1430203683,66,5,1,5,33,11,1,67.4,101.6,2015-01-13T19:51:03.494,2015-01-13,19:51:03,2015-01-13T19:51:41
138,1623718414,73,5,1,5,33,21,0,32.6,-1.6,2015-01-13T19:51:03.494,2015-01-13,19:51:03,2015-01-13T19:51:18
139,262713583,67,1,1,5,48,11,1,61.1,100.0,2015-01-13T19:51:17.710,2015-01-13,19:51:17,2015-01-13T19:51:18
140,560078609,68,1,1,5,48,11,1,66.3,86.8,2015-01-13T19:51:18.542,2015-01-13,19:51:18,2015-01-13T19:51:19
141,562241806,69,1,1,5,51,11,1,61.4,96.3,2015-01-13T19:51:20.958,2015-01-13,19:51:20,2015-01-13T19:51:22
142,1998431255,70,1,1,5,52,11,1,53.0,89.4,2015-01-13T19:51:22.365,2015-01-13,19:51:22,2015-01-13T19:51:24
143,1989862867,71,1,1,5,55,11,1,56.4,75.0,2015-01-13T19:51:24.893,2015-01-13,19:51:24,2015-01-13T19:51:27
144,1832709582,72,1,1,5,57,11,1,51.5,87.8,2015-01-13T19:51:27.469,2015-01-13,19:51:27,2015-01-13T19:51:28
145,474459130,73,1,1,5,59,11,0,60.6,69.0,2015-01-13T19:51:28.573,2015-01-13,19:51:28,2015-01-14T09:01:51
146,720202235,74,1,1,6,0,21,0,38.2,42.3,2015-01-13T19:51:29.998,2015-01-13,19:51:29,2015-01-13T19:51:39
147,1112843691,74,1,1,6,3,11,1,44.2,47.6,2015-01-13T19:51:32.669,2015-01-13,19:51:32,2015-01-13T19:51:38
148,1329550559,75,1,1,6,8,11,1,44.9,41.0,2015-01-13T19:51:38.429,2015-01-13,19:51:38,2015-01-13T19:51:40
149,1919926347,76,1,1,6,10,11,1,36.8,11.4,2015-01-13T19:51:40.541,2015-01-13,19:51:40,2015-01-13T19:51:43
150,2084103657,77,1,1,6,14,11,1,55.3,32.5,2015-01-13T19:51:43.853,2015-01-13,19:51:43,2015-01-13T19:51:48
151,464380975,75,4,1,6,17,21,0,41.2,63.2,2015-01-13T19:51:47.199,2015-01-13,19:51:47,2015-01-13T19:51:51
152,216196566,78,4,1,6,17,11,1,58.8,36.8,2015-01-13T19:51:47.199,2015-01-13,19:51:47,2015-01-13T19:51:51
153,1545176301,79,1,1,6,23,11,1,58.2,34.8,2015-01-13T19:51:52.798,2015-01-13,19:51:52,2015-01-13T19:51:53
154,187930066,80,1,1,6,24,11,1,49.1,58.2,2015-01-13T19:51:53.822,2015-01-13,19:51:53,2015-01-13T19:51:57
155,2035652428,81,1,1,6,27,11,0,61.2,80.0,2015-01-13T19:51:57.485,2015-01-13,19:51:57,2015-01-13T19:52:00
156,2063889764,76,12,1,6,31,21,1,15.4,53.7,2015-01-13T19:52:00.624,2015-01-13,19:52:00,2015-01-13T19:52:01
157,649141001,82,1,1,6,35,11,0,93.6,26.4,2015-01-13T19:52:04.701,2015-01-13,19:52:04,2015-01-13T19:52:07
158,743440262,77,12,1,6,36,21,1,9.9,48.2,2015-01-13T19:52:05.970,2015-01-13,19:52:05,2015-01-13T19:52:06
159,843899379,78,49,1,6,38,21,1,23.5,61.1,2015-01-13T19:52:08.66,2015-01-13,19:52:08,2015-01-13T19:52:08
160,1740318367,79,1,1,6,40,21,0,20.0,63.3,2015-01-13T19:52:09.978,2015-01-13,19:52:09,2015-01-13T19:52:11
161,91014392,83,49,1,6,42,11,1,79.1,25.0,2015-01-13T19:52:12.79,2015-01-13,19:52:12,2015-01-13T19:52:12
162,1437522183,84,1,1,6,46,11,1,72.4,36.6,2015-01-13T19:52:16.29,2015-01-13,19:52:16,2015-01-13T19:52:17
163,1044299243,85,1,1,6,47,11,1,78.9,60.6,2015-01-13T19:52:17.501,2015-01-13,19:52:17,2015-01-13T19:52:45
164,15609266,86,1,1,6,48,11,0,78.6,40.6,2015-01-13T19:52:18.205,2015-01-13,19:52:18,2015-01-13T19:52:35
165,248757296,80,12,1,6,49,21,1,14.2,50.1,2015-01-13T19:52:18.552,2015-01-13,19:52:18,2015-01-13T19:52:40
166,1985396573,87,61,1,6,50,11,1,85.0,58.1,2015-01-13T19:52:19.552,2015-01-13,19:52:19,2015-01-13T19:52:38
167,1468454862,81,5,1,6,51,21,1,-1.1,32.9,2015-01-13T19:52:20.552,2015-01-13,19:52:20,2015-01-13T19:52:35
168,1069864868,88,5,1,6,51,11,0,101.1,67.1,2015-01-13T19:52:20.552,2015-01-13,19:52:20,2015-01-13T19:52:42
169,627837680,82,1,1,7,20,21,0,5.0,41.6,2015-01-13T19:52:50.11,2015-01-13,19:52:50,2015-01-13T19:52:51
170,1019796134,84,44,1,7,21,21,0,55.7,16.5,2015-01-13T19:52:50.552,2015-01-13,19:52:50,2015-01-13T19:53:08
171,410970612,89,44,1,7,21,11,1,44.3,83.5,2015-01-13T19:52:51.533,2015-01-13,19:52:51,2015-01-13T19:53:07
172,1064474026,90,1,1,7,23,11,0,45.5,85.4,2015-01-13T19:52:52.621,2015-01-13,19:52:52,2015-01-13T19:52:53
173,595617631,83,1,1,7,24,21,0,53.6,27.6,2015-01-13T19:52:53.897,2015-01-13,19:52:53,2015-01-13T19:52:54
174,299420301,91,12,1,7,25,11,1,25.1,68.2,2015-01-13T19:52:55.69,2015-01-13,19:52:55,2015-01-13T19:52:55
175,2058106740,92,49,1,7,34,11,1,35.9,22.4,2015-01-13T19:53:03.694,2015-01-13,19:53:03,2015-01-13T19:53:03
176,1283437518,93,1,1,7,35,11,1,33.9,21.6,2015-01-13T19:53:05.294,2015-01-13,19:53:05,2015-01-13T19:53:08
177,2138921705,94,1,1,7,39,11,1,22.7,31.2,2015-01-13T19:53:08.573,2015-01-13,19:53:08,2015-01-13T19:53:13
178,278363423,95,1,1,7,43,11,1,28.9,4.6,2015-01-13T19:53:13.309,2015-01-13,19:53:13,2015-01-13T19:53:15
179,481735479,96,1,1,7,45,11,1,21.9,20.1,2015-01-13T19:53:15.38,2015-01-13,19:53:15,2015-01-13T19:53:16
180,1376934133,97,1,1,7,46,11,1,37.3,32.5,2015-01-13T19:53:16.270,2015-01-13,19:53:16,2015-01-13T19:53:18
181,1090024003,98,1,1,7,49,11,1,21.7,31.8,2015-01-13T19:53:18.894,2015-01-13,19:53:18,2015-01-13T19:53:22
182,399027205,99,1,1,7,53,11,1,6.8,55.7,2015-01-13T19:53:22.686,2015-01-13,19:53:22,2015-01-13T19:53:26
183,1679356597,100,1,1,7,56,11,1,28.6,88.3,2015-01-13T19:53:26.254,2015-01-13,19:53:26,2015-01-13T19:53:28
184,1851331750,101,1,1,7,58,11,1,38.9,69.6,2015-01-13T19:53:28.541,2015-01-13,19:53:28,2015-01-13T19:53:29
185,198893565,102,1,1,8,0,11,1,50.5,57.0,2015-01-13T19:53:29.885,2015-01-13,19:53:29,2015-01-13T19:53:30
186,1876364183,103,1,1,8,2,11,1,45.6,70.8,2015-01-13T19:53:31.693,2015-01-13,19:53:31,2015-01-13T19:53:33
187,1467877309,104,1,1,8,3,11,1,35.2,70.0,2015-01-13T19:53:32.942,2015-01-13,19:53:32,2015-01-13T19:53:37
188,240461224,105,1,1,8,8,11,1,72.2,80.9,2015-01-13T19:53:37.806,2015-01-13,19:53:37,2015-01-13T19:53:39
189,431404409,106,1,1,8,9,11,1,76.3,64.5,2015-01-13T19:53:39.310,2015-01-13,19:53:39,2015-01-13T19:53:42
190,2087162023,107,3,1,8,12,11,0,79.4,44.8,2015-01-13T19:53:42.61,2015-01-13,19:53:42,2015-01-13T19:53:44
191,1310508791,85,7,1,8,12,21,0,20.6,55.2,2015-01-13T19:53:42.71,2015-01-13,19:53:42,2015-01-13T19:53:44
192,1085444554,108,1,1,8,18,11,0,76.0,34.2,2015-01-13T19:53:47.887,2015-01-13,19:53:47,2015-01-13T19:53:49
193,224113748,86,49,1,8,19,21,1,26.3,60.6,2015-01-13T19:53:49.261,2015-01-13,19:53:49,2015-01-13T19:53:49
194,1384259700,87,1,1,8,20,21,1,24.7,63.4,2015-01-13T19:53:49.819,2015-01-13,19:53:49,2015-01-13T19:53:51
195,2077750335,88,1,1,8,21,21,1,20.5,74.4,2015-01-13T19:53:51.355,2015-01-13,19:53:51,2015-01-13T19:53:53
196,1564502072,89,50,1,8,23,21,1,27.0,61.3,2015-01-13T19:53:53.337,2015-01-13,19:53:53,2015-01-13T19:53:54
